film_title,imdb_id,url,imdbRating,budget,release_day,release_month,release_year,duration_minutes,main_spoken_language,total_number_of_spoken_languages,total_number_of_genres,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor1_known_for,main_actor1_star_meter,main_actor2_name,main_actor2_is_female,main_actor2_known_for,main_actor2_star_meter,main_actor3_name,main_actor3_is_female,main_actor3_known_for,main_actor3_star_meter,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
Dragnet,tt0092925,http://www.imdb.com/title/tt0092925/,5.9,20000000,25,6,1987,106,English,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Aykroyd,0,The Blues Brothers (1980),2361,Tom Hanks,0,Cast Away (2000),86,Christopher Plummer,0,Beginners (2010),1541,11,Tom Mankiewicz,0,1,David Permut,2,William D. Gordean,Universal Pictures,1,United States of America,1
Dragon: The Bruce Lee Story,tt0106770,http://www.imdb.com/title/tt0106770/,7,14000000,7,5,1993,120,广州话 / 廣州話,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason Scott Lee,0,Dragon: The Bruce Lee Story (1993),5584,Lauren Holly,1,Dumb and Dumber (1994),1380,Robert Wagner,0,The Towering Inferno (1974),3736,46,Rob Cohen,0,1,Raffaella De Laurentiis,1,Peter Amundson,Universal Pictures,2,United States of America,1
Dragonfly,tt0259288,http://www.imdb.com/title/tt0259288/,6,60000000,22,2,2002,104,English,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Kevin Costner,0,The Postman (1997),522,Joe Morton,0,Terminator 2 (1991),4401,Ron Rifkin,0,Alias (2001),6556,23,Tom Shadyac,0,1,Tom Shadyac,7,Don Zimmerman,Universal Pictures,6,Germany,2
DragonHeart,tt0116136,http://www.imdb.com/title/tt0116136/,6.4,57000000,31,5,1996,103,English,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dennis Quaid,0,The Day After Tomorrow (2004),913,David Thewlis,0,Naked (1993),805,Pete Postlethwaite,0,The Usual Suspects (1995),4688,18,Rob Cohen,0,1,Raffaella De Laurentiis,1,Peter Amundson,Universal Pictures,1,United States of America,1
Dragonslayer,tt0082288,http://www.imdb.com/title/tt0082288/,6.7,18000000,26,6,1981,108,English,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peter MacNicol,0,"b""Sophies Choice (1982)""",3745,Caitlin Clarke,1,Blown Away (1994),7828,Ralph Richardson,0,The Heiress (1949),15049,15,Matthew Robbins,0,1,Hal Barwood,2,Tony Lawson,Paramount Pictures,2,United Kingdom,1
Dreamcatcher,tt0285531,http://www.imdb.com/title/tt0285531/,5.5,68000000,21,3,2003,136,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Morgan Freeman,0,Se7en (1995),856,Thomas Jane,0,Boogie Nights (1997),684,Jason Lee,0,Stealth (2005),811440,16,Lawrence Kasdan,0,1,Lawrence Kasdan,2,Raúl Dávalos,Village Roadshow Pictures,5,United States of America,1
Dreamscape,tt0087175,http://www.imdb.com/title/tt0087175/,6.3,,15,8,1984,99,English,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Dennis Quaid,0,The Day After Tomorrow (2004),913,Max von Sydow,0,Minority Report (2002),2989,Christopher Plummer,0,Beginners (2010),1541,13,Joseph Ruben,0,1,Bruce Cohn Curtis,1,Richard Halsey,Weintraub Entertainment Group,3,United States of America,1
Dredd,tt1343727,http://www.imdb.com/title/tt1343727/,7,50000000,7,9,2012,95,English,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Karl Urban,0,Star Trek (2009),741,Olivia Thirlby,1,Juno (2007),470,Lena Headey,1,Game of Thrones (2011),51,15,Pete Travis,0,1,none,0,Mark Eckersley,DNA Films,5,South Africa,4
Dressed to Kill,tt0080661,http://www.imdb.com/title/tt0080661/,7.2,6500000,25,6,1980,105,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Michael Caine,0,The Quiet American (2002),1565,Angie Dickinson,1,Rio Bravo (1959),1107,Nancy Allen,1,RoboCop (1987),2736,14,Brian De Palma,0,1,George Litto,1,Gerald B. Greenberg,Filmways Pictures,2,United States of America,1
Drillbit Taylor,tt0817538,http://www.imdb.com/title/tt0817538/,5.7,40000000,20,3,2008,102,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owen Wilson,0,The Royal Tenenbaums (2001),1314,Leslie Mann,1,Knocked Up (2007),995,Josh Peck,0,Mean Creek (2004),3667,41,Steven Brill,0,1,Susan Arnold,3,Thomas J. Nordberg,Paramount Pictures,2,United States of America,1
Drinking Buddies,tt2265398,http://www.imdb.com/title/tt2265398/,6.2,,23,8,2013,90,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Olivia Wilde,1,TRON: Legacy (2010),414,Jake Johnson,0,New Girl (2011),988,Anna Kendrick,1,Up in the Air (I) (2009),54,14,Joe Swanberg,0,1,Joe Swanberg,5,Joe Swanberg,Burn Later Productions,1,United States of America,1
Drive,tt0116147,http://www.imdb.com/title/tt0116147/,6.9,3500000,6,8,1997,100,English,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mark Dacascos,0,Brotherhood of the Wolf (2001),4097,Kadeem Hardison,0,Drive (1997),10086,John Pyper-Ferguson,0,Unforgiven (1992),4666,34,Steve Wang,0,1,Michael Leahy,2,Ivan Ladizinsky,Overseas FilmGroup,2,United States of America,1
Drive,tt0780504,http://www.imdb.com/title/tt0780504/,7.9,15000000,10,1,2011,100,English,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan Gosling,0,Blue Valentine (2010),215,Carey Mulligan,1,Never Let Me Go (2010),796,Bryan Cranston,0,Breaking Bad (2008),681,25,Nicolas Winding Refn,0,1,Gigi Pritzker,5,Matthew Newman,Bold Films,6,United States of America,1
Drive Angry,tt1502404,http://www.imdb.com/title/tt1502404/,5.5,50000000,24,2,2011,105,English,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Cage,0,Face/Off (1997),133,Amber Heard,1,The Rum Diary (2011),150,William Fichtner,0,Crash (I) (2004),1439,51,Patrick Lussier,0,1,Michael De Luca,3,Patrick Lussier,Summit Entertainment,5,United States of America,1
Driven,tt0132245,http://www.imdb.com/title/tt0132245/,4.4,94000000,27,4,2001,116,English,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Kip Pardue,0,Remember the Titans (2000),3704,Robert Sean Leonard,0,Dead Poets Society (1989),3483,Til Schweiger,0,Inglourious Basterds (2009),3983,16,Renny Harlin,0,1,Sylvester Stallone,2,Steve Gilson,Epsilon Motion Pictures,4,Australia,3
Driving Miss Daisy,tt0097239,http://www.imdb.com/title/tt0097239/,7.4,7500000,13,12,1989,99,English,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morgan Freeman,0,Se7en (1995),856,Jessica Tandy,1,Fried Green Tomatoes (1991),6460,Dan Aykroyd,0,The Blues Brothers (1980),2361,16,Bruce Beresford,0,1,Robert Doudell,4,Mark Warner,The Zanuck Company,2,United States of America,1
Drop Dead Fred,tt0101775,http://www.imdb.com/title/tt0101775/,5.7,6788000,19,4,1991,103,English,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phoebe Cates,1,Gremlins (1984),986,Rik Mayall,0,The Young Ones (1982),4718,Marsha Mason,1,The Goodbye Girl (1977),4869,7,Ate de Jong,0,1,Paul Webster,1,Marshall Harvey,PolyGram Filmed Entertainment,1,United Kingdom,2
Drop Dead Gorgeous,tt0157503,http://www.imdb.com/title/tt0157503/,6.5,10000000,23,7,1999,98,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirsten Dunst,1,Spider-Man (2002),345,Ellen Barkin,1,The Fan (1996),1303,Denise Richards,1,The World Is Not Enough (1999),629,19,Michael Patrick Jann,0,1,none,0,Janice Hampton,New Line Cinema,3,United States of America,1
Drowning by Numbers,tt0092929,http://www.imdb.com/title/tt0092929/,7.3,,10,9,1988,118,English,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joan Plowright,1,Dennis the Menace (1993),2545,Juliet Stevenson,1,Truly Madly Deeply (1990),12274,Joely Richardson,1,Nip/Tuck (2003),1749,15,Peter Greenaway,0,1,Kees Kasander,2,John Wilson,Film Four International,4,Netherlands,2
Drugstore Cowboy,tt0097240,http://www.imdb.com/title/tt0097240/,7.4,2500000,9,9,1989,100,English,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matt Dillon,0,"b""Theres Something About Mary (1998)""",2312,Kelly Lynch,1,Drugstore Cowboy (1989),1057,James Le Gros,0,Drugstore Cowboy (1989),4501,13,Gus Van Sant,0,1,Karen Murphy,2,Mary Bauer,Avenue Pictures Productions,1,United States of America,1
Drum Beat,tt0046936,http://www.imdb.com/title/tt0046936/,6.5,,10,11,1954,111,English,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alan Ladd,0,Sakura Tales 4 (2004),434647,Audrey Dalton,1,Titanic (1953),8979,Marisa Pavan,1,Solomon and Sheba (1959),19319,15,Delmer Daves,0,1,none,0,none,Warner Bros.,2,United States of America,1
Du Barry Was a Lady,tt0035829,http://www.imdb.com/title/tt0035829/,6.4,,13,8,1943,101,English,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Red Skelton,0,The Red Skelton Hour (1951),15896,Lucille Ball,1,I Love Lucy (1951),4302,Gene Kelly,0,"b""Singin in the Rain (1952)""",5586,27,Roy Del Ruth,0,1,Arthur Freed,1,none,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Duck Soup,tt0023969,http://www.imdb.com/title/tt0023969/,8.1,,17,11,1933,68,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Groucho Marx,0,Duck Soup (1933),2622,Harpo Marx,0,Horse Feathers (1932),13712,Chico Marx,0,Duck Soup (1933),20834,35,Leo McCarey,0,1,Herman J. Mankiewicz,1,LeRoy Stone,Paramount Pictures,1,United States of America,1
Due Date,tt1231583,http://www.imdb.com/title/tt1231583/,6.6,65000000,4,11,2010,95,English,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert Downey Jr.,0,Iron Man (2008),159,Zach Galifianakis,0,The Hangover (2009),1197,Michelle Monaghan,1,Kiss Kiss Bang Bang (2005),245,18,Todd Phillips,0,1,Todd Phillips,2,Debra Neil-Fisher,Legendary Pictures,3,United States of America,1
Due occhi diabolici,tt0100827,http://www.imdb.com/title/tt0100827/,6.1,9000000,25,1,1990,120,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Adrienne Barbeau,1,Escape from New York (1981),1380,Harvey Keitel,0,Reservoir Dogs (1992),2658,Ramy Zada,0,Dark Justice (1991),32359,20,George A. Romero,0,2,Achille Manzotti,1,none,none,0,Italy,2
Duel,tt0067023,http://www.imdb.com/title/tt0067023/,7.7,450000,10,11,1971,90,English,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Dennis Weaver,0,McCloud (1970),6588,Jacqueline Scott,1,Charley Varrick (1973),9034,Eddie Firestone,0,Duel (1971),31172,15,Steven Spielberg,0,1,George Eckstein,1,Frank Morriss,Universal TV,1,United States of America,1
Duel in the Sun,tt0038499,http://www.imdb.com/title/tt0038499/,6.9,6000000,31,12,1946,144,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Jennifer Jones,1,The Towering Inferno (1974),7158,Joseph Cotten,0,Citizen Kane (1941),10678,Gregory Peck,0,To Kill a Mockingbird (1962),2649,15,King Vidor,0,1,David O. Selznick,1,none,The Selznik Studio,2,United States of America,1
Duets,tt0134630,http://www.imdb.com/title/tt0134630/,6,,9,9,2000,112,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Gwyneth Paltrow,1,Shakespeare in Love (1998),137,Scott Speedman,0,Underworld (2003),1912,Maria Bello,1,A History of Violence (2005),672,6,Bruce Paltrow,0,1,none,0,none,Hollywood Pictures,3,United States of America,1
Dumb and Dumber,tt0109686,http://www.imdb.com/title/tt0109686/,7.3,16000000,16,12,1994,107,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Carrey,0,Bruce Almighty (2003),255,Jeff Daniels,0,The Squid and the Whale (2005),2493,Lauren Holly,1,Dumb and Dumber (1994),1380,80,Bobby Farrelly,0,2,Charles B. Wessler,3,Christopher Greenbury,New Line Cinema,2,United States of America,1
Dune,tt0087182,http://www.imdb.com/title/tt0087182/,6.6,40000000,14,12,1984,137,English,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Kyle MacLachlan,0,Twin Peaks (1990),1895,Francesca Annis,1,Dune (1984),5592,Leonardo Cimino,0,Dune (1984),16327,20,David Lynch,0,1,Raffaella De Laurentiis,1,Antony Gibbs,Dino De Laurentiis Company,1,United States of America,1
Dunkirk,tt0051565,http://www.imdb.com/title/tt0051565/,7,,20,3,1958,134,English,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,John Mills,0,The Family Way (1966),9353,Richard Attenborough,0,Jurassic Park (1993),2222,Bernard Lee,0,Live and Let Die (1973),12058,17,Leslie Norman,0,1,Michael Balcon,1,Gordon Stone,Ealing Studios,1,United Kingdom,1
Dunston Checks In,tt0116151,http://www.imdb.com/title/tt0116151/,5.2,16000000,12,1,1996,88,English,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason Alexander,0,Seinfeld (1989),3559,Faye Dunaway,1,Bonnie and Clyde (1967),1941,Eric Lloyd,0,The Santa Clause 2 (2002),16133,16,Ken Kwapis,0,1,none,0,Jon Poll,Twentieth Century Fox Film Corporation,2,United States of America,1
Duplicity,tt1135487,http://www.imdb.com/title/tt1135487/,6.2,78146652,19,3,2009,125,English,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Clive Owen,0,Closer (I) (2004),1533,Julia Roberts,1,Pretty Woman (1990),513,Paul Giamatti,0,Sideways (2004),1388,33,Tony Gilroy,0,1,Jennifer Fox,3,John Gilroy,Universal Pictures,4,Germany,2
Dutch,tt0101786,http://www.imdb.com/title/tt0101786/,6.3,17000000,19,7,1991,107,English,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ed ONeill,0,Married with Children (1986),2394,Ethan Embry,0,Empire Records (1995),1236,JoBeth Williams,1,Poltergeist (1982),4451,8,Peter Faiman,0,1,John Hughes,2,none,Twentieth Century Fox Film Corporation,2,United States of America,1
E la nave va,tt0087188,http://www.imdb.com/title/tt0087188/,7.7,,6,10,1983,128,Italiano,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Freddie Jones,0,Dune (1984),10809,Barbara Jefford,1,The Ninth Gate (1999),32242,Fred Williams,0,The Devil Came from Akasava (1971),62559,12,Federico Fellini,0,1,Franco Cristaldi,1,Ruggero Mastroianni,none,0,Italy,1
Eagle Eye,tt1059786,http://www.imdb.com/title/tt1059786/,6.6,80000000,25,9,2008,118,English,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Shia LaBeouf,0,Transformers (2007),621,Michelle Monaghan,1,Kiss Kiss Bang Bang (2005),245,Rosario Dawson,1,Rent (2005),779,19,D.J. Caruso,0,1,Patrick Crowley,3,Jim Page,DreamWorks SKG,4,United States of America,2
Earth Girls Are Easy,tt0097257,http://www.imdb.com/title/tt0097257/,5.2,10000000,8,9,1988,100,English,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Geena Davis,1,Thelma & Louise (1991),1328,Jeff Goldblum,0,The Grand Budapest Hotel (2014),724,Jim Carrey,0,Bruce Almighty (2003),255,20,Julien Temple,0,1,Tony Garnett,1,Richard Halsey,De Laurentiis Entertainment Group (DEG),3,United Kingdom,2
Earthquake,tt0071455,http://www.imdb.com/title/tt0071455/,5.7,7000000,15,11,1974,123,English,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charlton Heston,0,Ben-Hur (1959),2970,Ava Gardner,1,The Night of the Iguana (1964),3031,George Kennedy,0,Cool Hand Luke (1967),5556,19,Mark Robson,0,1,Mark Robson,2,Dorothy Spencer,Universal Pictures,2,United States of America,1
East of Borneo,tt0021828,http://www.imdb.com/title/tt0021828/,5.8,,1,8,1931,77,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rose Hobart,1,Conflict (1945),36741,Charles Bickford,0,The Song of Bernadette (1943),17090,Georges Renavent,0,The House of Rothschild (1934),157807,6,George Melford,0,1,Carl Laemmle Jr.,2,Arthur Tavares,Universal Pictures,1,United States of America,1
East of Eden,tt0048028,http://www.imdb.com/title/tt0048028/,8.1,,9,3,1955,115,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James Dean,0,The Process (I) (2012),5138688,Julie Harris,1,The Haunting (1963),10093,Raymond Massey,0,Arsenic and Old Lace (1944),14790,63,Elia Kazan,0,1,Elia Kazan,1,Owen Marks,Warner Bros.,1,United States of America,1
"East Side, West Side",tt0041327,http://www.imdb.com/title/tt0041327/,6.9,,22,12,1949,108,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Barbara Stanwyck,1,Double Indemnity (1944),3650,James Mason,0,Lolita (1962),4396,Van Heflin,0,Shane (1953),11174,14,Mervyn LeRoy,0,1,none,0,none,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Easter Parade,tt0040308,http://www.imdb.com/title/tt0040308/,7.5,,8,7,1948,107,English,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Judy Garland,1,The Wizard of Oz (1939),658,Fred Astaire,0,The Towering Inferno (1974),8245,Peter Lawford,0,The Longest Day (1962),8165,13,Charles Walters,0,1,Arthur Freed,1,Albert Akst,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Eastern Promises,tt0765443,http://www.imdb.com/title/tt0765443/,7.7,51500000,14,9,2007,100,English,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Naomi Watts,1,Mulholland Drive (2001),52,Viggo Mortensen,0,The Lord of the Rings: The Return of the King (2003),719,Vincent Cassel,0,Black Swan (2010),2006,16,David Cronenberg,0,1,Robert Lantos,2,Ronald Sanders,BBC Films,9,United Kingdom,3
Easy A,tt1282140,http://www.imdb.com/title/tt1282140/,7.2,8000000,10,9,2010,92,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Emma Stone,1,La La Land (I) (2016),18,Stanley Tucci,0,Big Night (1996),1228,Amanda Bynes,1,Hairspray (2007),1335,55,Will Gluck,0,1,Zanne Devine,2,none,Screen Gems,2,United States of America,1
Easy Rider,tt0064276,http://www.imdb.com/title/tt0064276/,7.4,360000,7,5,1969,95,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peter Fonda,0,Easy Rider (1969),3649,Dennis Hopper,0,Easy Rider (1969),3125,Antonio Mendoza,0,Turn the Other Cheek (1974),150538,18,Dennis Hopper,0,1,Peter Fonda,2,Donn Cambern,Columbia Pictures,3,United States of America,1
Echelon Conspiracy,tt1124039,http://www.imdb.com/title/tt1124039/,5.8,,27,2,2009,105,English,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Shane West,0,A Walk to Remember (2002),2191,Edward Burns,0,Saving Private Ryan (1998),4412,Ving Rhames,0,Pulp Fiction (1994),2633,15,Greg Marcks,0,1,Steve Richards,5,James Herbert,Dark Castle Entertainment,3,United States of America,1
Ed Wood,tt0109707,http://www.imdb.com/title/tt0109707/,7.9,18000000,27,9,1994,127,English,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Depp,0,Pirates of the Caribbean: The Curse of the Black Pearl (2003),121,Martin Landau,0,Ed Wood (1994),4184,Sarah Jessica Parker,1,Sex and the City (1998),478,68,Tim Burton,0,1,Tim Burton,3,Chris Lebenzon,Touchstone Pictures,1,United States of America,1
Eddie,tt0116168,http://www.imdb.com/title/tt0116168/,5,,31,5,1996,100,English,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Whoopi Goldberg,1,Ghost (1990),2695,Frank Langella,0,Frost/Nixon (2008),2983,Dennis Farina,0,Get Shorty (1995),6414,32,Steve Rash,0,1,Mark Burg,2,Richard Halsey,Hollywood Pictures,3,United States of America,1
Eden Log,tt1087842,http://www.imdb.com/title/tt1087842/,5.3,,26,12,2007,98,English,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Clovis Cornillac,0,A Very Long Engagement (2004),25621,Vimala Pons,1,Elle (I) (2016),57117,Zohar Wexler,0,Eden Log (2007),1141967,8,Franck Vestiel,0,1,none,0,none,Impéria,2,France,1
Edgar Wallace - Der Fälscher von London,tt0054906,http://www.imdb.com/title/tt0054906/,6.1,,15,8,1961,93,Deutsch,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hellmut Lange,0,Das Halstuch (1962),198683,Karin Dor,1,Topaz (1969),12065,Siegfried Lowitz,0,Dr. M schl\xc3\xa4gt zu (1972),122347,10,Harald Reinl,0,1,Horst Wendlandt,1,Hermann Ludwig,Rialto Film Preben-Philipsen,1,Germany,1
Edge of Darkness,tt1226273,http://www.imdb.com/title/tt1226273/,6.6,80000000,29,1,2010,117,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mel Gibson,0,Braveheart (1995),419,Ray Winstone,0,Beowulf (2007),3521,Danny Huston,0,X-Men Origins: Wolverine (2009),3454,20,Martin Campbell,0,1,Tim Headington,3,Stuart Baird,Icon Productions,4,United Kingdom,2
Edge of Seventeen,tt0138414,http://www.imdb.com/title/tt0138414/,6.8,1500000,14,5,1998,99,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chris Stafford,0,Another World (1964),108471,Tina Holmes,1,Half Nelson (2006),17589,Andersen Gabrych,0,Another Gay Sequel: Gays Gone Wild! (2008),119846,39,David Moreton,0,1,David Moreton,2,Tal Ben-David,TLA Releasing,1,United States of America,1
Edtv,tt0131369,http://www.imdb.com/title/tt0131369/,6.1,80000000,26,3,1999,122,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew McConaughey,0,Dallas Buyers Club (2013),273,Woody Harrelson,0,True Detective (2014),454,Sally Kirkland,1,Anna (1987),5005,51,Ron Howard,0,1,Brian Grazer,3,Daniel P. Hanley,Imagine Entertainment,2,United States of America,1
Edward Scissorhands,tt0099487,http://www.imdb.com/title/tt0099487/,8,20000000,5,12,1990,105,English,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Depp,0,Pirates of the Caribbean: The Curse of the Black Pearl (2003),121,Winona Ryder,1,Little Women (1994),374,Dianne Wiest,1,Hannah and Her Sisters (1986),4137,28,Tim Burton,0,1,Denise Di Novi,2,Colleen Halsey,Twentieth Century Fox Film Corporation,1,United States of America,1
Efter brylluppet,tt0457655,http://www.imdb.com/title/tt0457655/,7.8,,24,2,2006,124,Dansk,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mads Mikkelsen,0,Hannibal (2013),944,Stine Fischer Christensen,1,After the Wedding (2006),37554,Sidse Babett Knudsen,1,The Duke of Burgundy (2014),4443,21,Susanne Bier,1,1,Sisse Graum Jørgensen,1,Pernille Bech Christensen,Zentropa Entertainments,1,Denmark,2
Eichmann,tt0901481,http://www.imdb.com/title/tt0901481/,5.9,8000000,22,9,2007,100,English,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Kretschmann,0,Avengers: Age of Ultron (2015),3333,Troy Garity,0,Barbershop: The Next Cut (2016),1260,Franka Potente,1,Run Lola Run (1998),2333,5,Roger Young,0,1,none,0,none,uFilm,7,Hungary,2
Eight Below,tt0397313,http://www.imdb.com/title/tt0397313/,7.3,40000000,17,2,2006,120,English,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Walker,0,The Fast and the Furious (2001),1737,Bruce Greenwood,0,Star Trek (2009),1651,Moon Bloodgood,1,Terminator Salvation (2009),3983,7,Frank Marshall,0,1,Gary Barber,2,Christopher Rouse,Walt Disney Pictures,6,United States of America,1
Eight Legged Freaks,tt0271367,http://www.imdb.com/title/tt0271367/,5.4,,17,7,2002,99,English,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,David Arquette,0,Scream 3 (2000),3671,Kari Wuhrer,1,Eight Legged Freaks (2002),1756,Scott Terra,0,Dickie Roberts: Former Child Star (2003),15381,23,Ellory Elkayem,0,1,Bruce Berman,2,David Siegel,Village Roadshow Pictures,5,Australia,2
Ek Khiladi Ek Haseena,tt0461209,http://www.imdb.com/title/tt0461209/,6.2,,1,1,2005,140,हिन्दी,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fardeen Khan,0,Prem Aggan (1998),40634,Kay Kay Menon,0,Haider (2014),14710,Rakhi Sawant,1,"b""Trust Me, Im Here (2004)""",34309,6,Hari,0,1,none,0,none,none,0,India,1
